,emotion_id,emotion,emotion_en,talkbacks
3547,3,"חשש, פחד",fear," בגללם יהיו פה מתים .  . אתם תעשו הכל הא ?
הכל ! 
אפילו לסכן את חיי רוב הציבור
רק שאתם תשלטו . 
אנחנו לא צריכים שאף אחד יסית אותנו נגדכם . אנחנו מתבוננים בכם בתשומת לב, ורואים היטב את תאוות השילטון שלכם , שלעומתה מחווירים אפילו 
חיי כל הציבור. 
הציבור ימות ממחלות - אבל אנחנו השולטים פה . 
שלטון הפקידונים !
 "
3550,7,"זעם, כעס",anger,רוב האוכלוסיה הבעייתית זה אתם הרוסיים באתם לארץ הרסתם את המדינה אלימות מכות רצח ורק בלאגן הרס וחורבן הבאתם לפה אתם לא מגיעים רבע לעדות המזרח תחזרו בחזרה.
3551,6,"סלידה, אי אמון",disgust, לגמרי!!!!! . לשמור את מערכת המשפט סגורה ולדחות את המשפט מושחתים ומנותקים לכו הביתה - לא רק ראש ארגון הפשע נתניהו אלא גם שותפיו כולל בני גנץ הרכש החדש 
3552,5,"עצב, צער",sadness," ביבי ה""מושיע"". בדיחה עצובה . פוליטיקאים ארורים  מתרצים בזבוז כספי ציבור לממשלת חרום לאומית לצורך מלחמה בקורונה אך מה הקשר בין חלוקת משרות. לארגון גוף ראוי שינהל את המשבר…בשביל רשלנות פושעת אין צורך בממשלה"
3555,3,"חשש, פחד",fear,"המדינה לא נהרסה בגלל הקורונה המדינה נהרסה בגלל המדיניות המטופשת, וההחלטות ההזויות של הממשלה. 
הממשלה מקבלת ציון נכשל בניהול המשבר. מי משלם את המחיר? האזרחים."
3559,3,"חשש, פחד",fear,גפני סידר לחרדים ולערבים קצבאות ילדים וליצמן רצה לסדר להם דיור זול בפריפריה. חוסר הצדק ואי השוויון במדינה הזאת זועק לשמיים
3561,6,"סלידה, אי אמון",disgust,תעוףףףףף כשלון מה עם כספי ביטוח לאומי שלקחתה ? מה עם 55 מיליירד שהכנסתה את המדינה ? כשלון ענק אתה 
3563,7,"זעם, כעס",anger,תגובהכסף דהיטוח לאומי יתן לאבטלה זה כסף שלנו ושל העצמאיים שילמנו מעל עשרים שלושים שנה תמו לנו את זה כשאנחנו האבטחה כסף שלנו
3564,5,"עצב, צער",sadness," חבד כמו ש""ס הם אנטי ציונים . ממשלת הזילזול באזרחים נותנת כיבוגים וכבוד לאלה שלא תורמים דבר למדינה ,ממשלת בושה וחרפה שעסוקה רק בנהנתנות אישית ."
3567,3,"חשש, פחד",fear,"כנסו.כץ..שר.החוץ.השחצן.קשישים.לא יכולים לקנות תרופות  תתביישעשרות אלפי אזרחים ותיקים קשישים.שבנו את המדינה.ונלחמו 
על קיומה..שבזכותם.יש לנו מדינה.
ושילמו כל חייהם לביטוח לאומי.
.מתקיימים על קיצבת זיקנה מביטוח לאומי. בסך.2.000. ש.ח.לחודש. וזו הכנסתם היחידה
.בלבד..שאפילו לתרופות זה. לא 
מספיק. להם..אתה שר האוצר.כץ.
וחברייך השקרנים בממשלה.זונחים 
אותם.ומפקירים אותם לנפשם.
איפה.נתניהו..איפה שר הרווחה השקרן.והצבוע. שהבטיח לקשישים 
שיעלה. להם את הקיצבה. פי. שלוש. איפה. שר הרווחה השקרן..
הקשישים הרבים בישראל  חיים 
בעוני. בחולי.בבושה ובמחסור נוראי. ומתאים מצער בגלל מצבם..
הקשה..וממשלתה ישראל..זרקה
אותם. ממש..לכלבים..בזיון."
3571,6,"סלידה, אי אמון",disgust,"גברת יעל, אני בטוחה שאת זאת שמניעה את שוק העבודה!לא העצמאים והשכירים בעלי השליטה, אלא עובדי מדינה עלוקות שיושבים על הקופה הציבורית מבלי לספק ערך ותועלת. חצי יום במגזר הפרטי לא היית שורדת. את חוסר הכישרון והעצלנות אפשר להסתיר רק במשרדי הממשלה"
3573,6,"סלידה, אי אמון",disgust,"חתיכת הזוי.. אגואיסט סע סע למאורה שלך- למה שנסבול בגללך?למה שתפגע הפ]רנסה שלנו?
למה שנחנק ברחוב וכל מיני חוקים הזויים?! למה? תשאר בבית וסתום אתה עד שהכל יעבור.
ואם בא לך תוכל לצאת אבל בשקט בלי להתלונן חתיכת טרחן שהורס לנו את החיים"
3575,5,"עצב, צער",sadness,אתם שווים כקליפת השוםכל מי ששכיר במגזר הפרטי הוא חסר חשיבות לחלוטין בקרב מקבלי ההחלטות במדינת ישראל. אין לו שום גוף שמאגד אותו ומבחינת המדינה הוא יכול למות בשקט בדיוק כמו חיה שנדרסת בחשכה ושוכבת גוססת בשולי הכביש.<br/>היידה ביבי.
3578,5,"עצב, צער",sadness," פיקוד העורף . כדי לספק מענה הפרזיטים של ליצמן ומקורביו, סיגל וביבי וגרוטו החליטו להפקיר את דיירי בתי אבות לקשישים,
יש החלטה מודעת וכוונה תחילה לא להשקיע אף משאב בקשישים.

צהל לא ערוך בבסיסיו הוא לקורונה,
איך יטפל באזרחים.

תושבי בני ברק  ליצמן, והחבר'ה של ליצמן בהתנהגותם הם פרזיטים של החברה. 
גם גרמו לבזבוז משאבים עצום בכוונה תחילה, גם מקבלים משכורות.
שערוריה"
3581,6,"סלידה, אי אמון",disgust,"ביזיון...תוכנית בלי עתיד...אין מענה לעצמאים מתחת לגיל 28 או מעל גיל 67....דחיית תשלומים זו הלואה לכל דבר שלא ממש תעזור...כבר עכשיו ברור שאנחנו הקטנים לא נקל כלום אבל הארגונים הגדולים והמקורבים יקבלן גם יקבלו...איפה הורדת השכר במגזר הציבורי...איפה ממשלה יעילה ולא חבורת רודפי כיסאות עם 36 שרים/סגני שרים מיותרים....תתעורורו אנשים...והכי חשוב תמשיכו להצביע ביבי כי בזמן שאתם בחלת תלמידי הישיבות , המגזר הציבורי ושאר החתולים ממשיכים להשמין על חשבוננו..."
3582,3,"חשש, פחד",fear,"כמה עוד צריכים למות מקורונה בכדי שביבי יתפטר?עברנו כבר 600 מתים! מי עוד מוכן להקריב את סבתא שלו או את הדוד חולה הסוכרת בשביל ביבי?

הדם שלהם על הידיים שלך!

מר כלומניק נהנתן! לך עם המשפחה שלך בחזרה לקיסריה לטחון קצת גלידת פיסטוק"
3585,7,"זעם, כעס",anger,"פתאום יש כסף לבזבז??? פוחדים מהפגנות תנו את הכסף לאלה שזקוקים לו באמת את כל הנתונים יש בביטוח לאומי!!!!! קשישים, בעלי מוגבלויות, חד הוריות"
3586,6,"סלידה, אי אמון",disgust,והמישטרה המעופשת הזאת לא עשתה כלום עד עכשיו לא יאמןאירגון הפשע הכחול זיפניי דוחות תקינה למצלמות מהירות גיבורים על שומרי חוק חלשים אפסים מעשים ורפיסות לפני עבריינים
3588,7,"זעם, כעס",anger, ארורים! בסוף כל מערכת הבריאות תקרוס בגללם! . למה למגזר שלם מותר להוציא עצמם מהעם?? המדביקים הגדולים ייצאו מהם?? מה אז.   
3589,6,"סלידה, אי אמון",disgust,"חוסר יכולת של הממשלה לטפל בקורונה מוביל לרעיונות הזוייםתתחילו מלהקשיב לפרופ גמזו ולאמץ את הצעותיו.
מיניתם אותו לא?
מההתחלה מנסים לשים לו רגליים.

חברות אפסים, חדלי אישים וחסרי ונירונים במוח!"
3591,6,"סלידה, אי אמון",disgust,כל החרא של שלטון ביבי צף עכשיופתאום מבינים שהם לא עשו כלום 10 שנים...<br/>כבר עשור צועקים להם שהמצב על הפנים ומה שאכפת להם ממנו זה להתסיס נגד השמאל והערבים
3593,5,"עצב, צער",sadness,ממשלת זדון כל חברה כנסת יבטרו על 5000 שי חודש אחד ויטרמו לחולים הזקוקים ולא ינצלו את המצב  תעופו כבר ממשלת זדון
3596,5,"עצב, צער",sadness, בנט  . תפסיק לבלבל את המוח שתתעסק בבטחון ותן לנו הסבות והסבים האנשים מבוגרים ואטלגנטים לקבל את האחריות על עצמנו מספיק אתם הולכים להרוס משפחות שלמות הכלל  הפיטורים והחלטים והבידודים וכל הילדים הקטנים סגורים בבתים על זה לא חשבת יש סבים וסבתות גם צעירים גם בגילם ומה הם צריכים להיות קלועים בבית 
3599,6,"סלידה, אי אמון",disgust,"הו לא חראעדר הכבשים לא רואה שה רועה שקרן, ונוכל ,והכי גרוע .אתם מתנהגים כמו עדר של טיפשים מאמינים לכול מילה שה פוליטיקאים אומרים
ו מנצלים אותכם ."
